Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCZ53,9.6,Low Fat,0.024576875,Health and Hygiene,186.6214,OUT018,2009,Medium,Tier 3,Supermarket Type2,1884.214
FDZ33,,Low Fat,0.188038372,Snack Foods,146.4076,OUT019,1985,Small,Tier 1,Grocery Store,147.8076
FDD34,7.945,Low Fat,0.015908485,Snack Foods,161.421,OUT045,2002,,Tier 2,Supermarket Type1,3425.541
NCM06,7.475,Low Fat,0.075845634,Household,156.0656,OUT049,1999,Medium,Tier 1,Supermarket Type1,1853.5872
FDY43,14.85,Low Fat,0.098803088,Fruits and Vegetables,169.7474,OUT018,2009,Medium,Tier 3,Supermarket Type2,673.7896
DRM23,16.6,Low Fat,0.227189581,Hard Drinks,173.9422,OUT010,1998,,Tier 3,Grocery Store,172.4422
FDT20,10.5,Low Fat,0.041459804,Fruits and Vegetables,39.2164,OUT049,1999,Medium,Tier 1,Supermarket Type1,540.6296
FDG46,8.63,Regular,0.032882271,Snack Foods,113.5518,OUT013,1987,High,Tier 3,Supermarket Type1,2732.4432
FDH10,21,Low Fat,0.049583899,Snack Foods,193.8478,OUT017,2007,,Tier 2,Supermarket Type1,1162.4868
FDF24,15.5,Regular,0.02536567,Baking Goods,82.7934,OUT035,2004,Small,Tier 2,Supermarket Type1,1228.401
FDG57,14.7,Low Fat,0.07229836,Fruits and Vegetables,48.2034,OUT046,1997,Small,Tier 1,Supermarket Type1,874.8612
FDN44,13.15,LF,0.022924552,Fruits and Vegetables,157.892,OUT017,2007,,Tier 2,Supermarket Type1,1917.504
FDD32,17.7,Regular,0.040897932,Fruits and Vegetables,82.6276,OUT013,1987,High,Tier 3,Supermarket Type1,731.0484
FDI04,,Regular,0.127660257,Frozen Foods,198.5426,OUT019,1985,Small,Tier 1,Grocery Store,790.9704
FDA56,9.21,Low Fat,0.008764786,Fruits and Vegetables,123.1414,OUT046,1997,Small,Tier 1,Supermarket Type1,4264.449
DRG51,12.1,Low Fat,0.011604894,Dairy,166.0526,OUT017,2007,,Tier 2,Supermarket Type1,1480.0734
FDZ04,9.31,Low Fat,0.038169783,Frozen Foods,64.551,OUT017,2007,,Tier 2,Supermarket Type1,1581.275
FDT13,14.85,Low Fat,0.018568129,Canned,188.2214,OUT035,2004,Small,Tier 2,Supermarket Type1,3014.7424
FDY56,,Regular,0.062109174,Fruits and Vegetables,223.7062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4965.5364
FDB51,6.92,LF,0.038671588,Dairy,64.2852,OUT017,2007,,Tier 2,Supermarket Type1,438.0964
NCY29,13.65,Low Fat,0.077169841,Health and Hygiene,55.593,OUT013,1987,High,Tier 3,Supermarket Type1,282.965
FDL34,16,Low Fat,0.041028937,Snack Foods,142.6496,OUT045,2002,,Tier 2,Supermarket Type1,1834.9448
NCQ38,16.35,Low Fat,0.013387211,Others,105.628,OUT049,1999,Medium,Tier 1,Supermarket Type1,1065.28
NCR41,,Low Fat,0.017936715,Health and Hygiene,93.7094,OUT027,1985,Medium,Tier 3,Supermarket Type3,4189.2136
FDY24,4.88,Regular,0.223440258,Baking Goods,52.2298,OUT010,1998,,Tier 3,Grocery Store,161.7894
NCA42,6.965,Low Fat,0,Household,159.6604,OUT045,2002,,Tier 2,Supermarket Type1,3327.6684
FDB11,16,Low Fat,0.060942632,Starchy Foods,225.6404,OUT049,1999,Medium,Tier 1,Supermarket Type1,2925.5252
FDG26,18.85,Low Fat,0.042641788,Canned,257.833,OUT035,2004,Small,Tier 2,Supermarket Type1,5382.993
FDH24,20.7,Low Fat,0.021427082,Baking Goods,156.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,1571.288
FDX44,9.3,Low Fat,0.042930789,Fruits and Vegetables,88.5172,OUT013,1987,High,Tier 3,Supermarket Type1,1427.4752
FDT52,9.695,Regular,0.047697859,Frozen Foods,244.6144,OUT017,2007,,Tier 2,Supermarket Type1,2695.1584
FDT04,17.25,Low Fat,0.10764721,Frozen Foods,39.3822,OUT017,2007,,Tier 2,Supermarket Type1,314.2576
FDO58,19.6,Low Fat,0.039577173,Snack Foods,166.1526,OUT046,1997,Small,Tier 1,Supermarket Type1,2960.1468
FDR60,14.3,Low Fat,0.130415118,Baking Goods,75.9328,OUT046,1997,Small,Tier 1,Supermarket Type1,1158.492
NCL54,12.6,Low Fat,0.082921642,Household,175.2054,OUT045,2002,,Tier 2,Supermarket Type1,3502.108
FDW50,13.1,Low Fat,0.075515154,Dairy,167.2158,OUT013,1987,High,Tier 3,Supermarket Type1,3008.0844
FDK43,,Low Fat,0.046994717,Meat,125.802,OUT019,1985,Small,Tier 1,Grocery Store,253.004
FDQ32,17.85,Regular,0.04679836,Fruits and Vegetables,123.8388,OUT018,2009,Medium,Tier 3,Supermarket Type2,866.8716
FDE29,8.905,LF,0.143129124,Frozen Foods,58.8878,OUT046,1997,Small,Tier 1,Supermarket Type1,1151.1682
NCN07,18.5,Low Fat,0.034013539,Others,133.2284,OUT045,2002,,Tier 2,Supermarket Type1,2768.3964
FDB37,20.25,Regular,0.022921735,Baking Goods,240.7538,OUT013,1987,High,Tier 3,Supermarket Type1,3364.9532
FDD21,10.3,Regular,0.030616757,Fruits and Vegetables,112.7176,OUT049,1999,Medium,Tier 1,Supermarket Type1,343.5528
FDX16,17.85,Low Fat,0.06575528,Frozen Foods,151.505,OUT013,1987,High,Tier 3,Supermarket Type1,2546.685
FDN46,7.21,Regular,0.144856342,Snack Foods,100.5332,OUT049,1999,Medium,Tier 1,Supermarket Type1,1127.8652
FDV28,16.1,Regular,0.267352587,Frozen Foods,34.9558,OUT010,1998,,Tier 3,Grocery Store,67.9116
FDR48,,Low Fat,0.130867413,Baking Goods,150.8024,OUT027,1985,Medium,Tier 3,Supermarket Type3,4402.2696
FDW37,,Low Fat,0.123449671,Canned,89.7488,OUT027,1985,Medium,Tier 3,Supermarket Type3,1901.5248
FDV40,17.35,Low Fat,0.014689006,Frozen Foods,74.5038,OUT035,2004,Small,Tier 2,Supermarket Type1,739.038
FDZ57,10,Regular,0.037918142,Snack Foods,129.6994,OUT018,2009,Medium,Tier 3,Supermarket Type2,1413.4934
FDY46,18.6,Low Fat,0.047964395,Snack Foods,185.0898,OUT049,1999,Medium,Tier 1,Supermarket Type1,2993.4368
FDX45,16.75,Low Fat,0.105018817,Snack Foods,155.263,OUT049,1999,Medium,Tier 1,Supermarket Type1,1721.093
FDB33,17.75,Low Fat,0.014577412,Fruits and Vegetables,160.7262,OUT035,2004,Small,Tier 2,Supermarket Type1,2864.2716
FDT58,9,Low Fat,0.143870574,Snack Foods,169.4816,OUT010,1998,,Tier 3,Grocery Store,503.3448
FDM39,6.42,Low Fat,0.053553794,Dairy,178.6002,OUT049,1999,Medium,Tier 1,Supermarket Type1,3582.004
NCY41,16.75,LF,0.075889215,Health and Hygiene,37.6532,OUT045,2002,,Tier 2,Supermarket Type1,575.2512
NCL31,7.39,Low Fat,0.120280989,Others,142.747,OUT046,1997,Small,Tier 1,Supermarket Type1,3149.234
NCJ31,19.2,Low Fat,0.182653772,Others,243.0196,OUT046,1997,Small,Tier 1,Supermarket Type1,3374.2744
FDO23,,Low Fat,0.25637539,Breads,94.8436,OUT019,1985,Small,Tier 1,Grocery Store,567.2616
FDN56,5.46,Regular,0.107036943,Fruits and Vegetables,144.2786,OUT035,2004,Small,Tier 2,Supermarket Type1,288.9572
FDF04,17.5,Low Fat,0,Frozen Foods,258.3304,OUT013,1987,High,Tier 3,Supermarket Type1,3358.2952
FDJ44,12.3,Regular,0.106238768,Fruits and Vegetables,176.1396,OUT013,1987,High,Tier 3,Supermarket Type1,3663.2316
FDS50,17,Low Fat,0.055545797,Dairy,220.5114,OUT045,2002,,Tier 2,Supermarket Type1,5321.0736
NCQ41,,Low Fat,0.019386057,Health and Hygiene,194.5794,OUT027,1985,Medium,Tier 3,Supermarket Type3,3511.4292
FDA49,19.7,Low Fat,0.064921764,Canned,88.1198,OUT046,1997,Small,Tier 1,Supermarket Type1,1744.396
NCZ06,19.6,Low Fat,0.094694278,Household,254.9698,OUT017,2007,,Tier 2,Supermarket Type1,2536.698
NCM43,14.5,Low Fat,0.019554705,Others,162.421,OUT018,2009,Medium,Tier 3,Supermarket Type2,1957.452
FDH19,19.35,Low Fat,0.033060937,Meat,172.4738,OUT013,1987,High,Tier 3,Supermarket Type1,1911.5118
FDS15,9.195,Regular,0.078181964,Meat,106.7596,OUT049,1999,Medium,Tier 1,Supermarket Type1,4098.6648
FDO50,16.25,LF,0,Canned,90.2804,OUT018,2009,Medium,Tier 3,Supermarket Type2,1653.8472
FDJ20,20.7,Regular,0.100583009,Fruits and Vegetables,123.5388,OUT018,2009,Medium,Tier 3,Supermarket Type2,1981.4208
NCI31,20,low fat,0.136124989,Others,38.319,OUT010,1998,,Tier 3,Grocery Store,146.476
FDU20,,Regular,0.021353642,Fruits and Vegetables,122.1098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3374.2744
DRK13,11.8,Low Fat,0.115167579,Soft Drinks,199.8084,OUT046,1997,Small,Tier 1,Supermarket Type1,2380.9008
DRJ24,11.8,Low Fat,0.113559058,Soft Drinks,184.2924,OUT045,2002,,Tier 2,Supermarket Type1,1850.924
FDI20,19.1,Low Fat,0.038641968,Fruits and Vegetables,212.1586,OUT045,2002,,Tier 2,Supermarket Type1,5909.6408
FDF10,15.5,Regular,0.157246634,Snack Foods,145.6418,OUT045,2002,,Tier 2,Supermarket Type1,2207.127
FDQ45,9.5,Regular,0.010917052,Snack Foods,185.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,2021.3688
FDQ10,12.85,Low Fat,0.033172957,Snack Foods,172.0422,OUT035,2004,Small,Tier 2,Supermarket Type1,5345.7082
FDM36,11.65,Regular,0.058719726,Baking Goods,171.1422,OUT035,2004,Small,Tier 2,Supermarket Type1,2931.5174
FDN12,15.6,Low Fat,0,Baking Goods,111.8544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1454.1072
FDD50,18.85,Low Fat,0.141524348,Canned,168.4132,OUT013,1987,High,Tier 3,Supermarket Type1,2874.9244
FDG17,6.865,Regular,0.035895934,Frozen Foods,244.4486,OUT049,1999,Medium,Tier 1,Supermarket Type1,6353.0636
FDY58,11.65,Low Fat,0.039980644,Snack Foods,227.3694,OUT049,1999,Medium,Tier 1,Supermarket Type1,4567.388
NCK29,,Low Fat,0,Health and Hygiene,123.473,OUT019,1985,Small,Tier 1,Grocery Store,369.519
FDM32,20.5,Low Fat,0,Fruits and Vegetables,90.883,OUT010,1998,,Tier 3,Grocery Store,89.883
FDL46,20.35,Low Fat,0.054056927,Snack Foods,116.8466,OUT046,1997,Small,Tier 1,Supermarket Type1,2356.932
FDC51,10.895,Regular,0.009636821,Dairy,121.873,OUT049,1999,Medium,Tier 1,Supermarket Type1,2463.46
FDF16,7.3,Low Fat,0.086266286,Frozen Foods,147.2076,OUT049,1999,Medium,Tier 1,Supermarket Type1,1921.4988
NCV54,11.1,Low Fat,0.033081389,Household,116.5124,OUT013,1987,High,Tier 3,Supermarket Type1,1066.6116
FDE35,7.06,Regular,0.043989429,Starchy Foods,60.2904,OUT045,2002,,Tier 2,Supermarket Type1,644.4944
FDA23,9.8,Low Fat,0.047178116,Baking Goods,99.4016,OUT035,2004,Small,Tier 2,Supermarket Type1,2428.8384
FDI46,9.5,Low Fat,0.074496043,Snack Foods,251.9724,OUT045,2002,,Tier 2,Supermarket Type1,2516.724
FDZ21,17.6,Regular,0.039189221,Snack Foods,97.341,OUT013,1987,High,Tier 3,Supermarket Type1,965.41
DRK13,11.8,Low Fat,0.115819014,Soft Drinks,198.3084,OUT017,2007,,Tier 2,Supermarket Type1,4563.3932
FDX36,9.695,Regular,0.129008866,Baking Goods,226.9404,OUT017,2007,,Tier 2,Supermarket Type1,2700.4848
FDY22,16.5,Regular,0.160371305,Snack Foods,143.9128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1581.9408
FDR32,,Regular,0.085392428,Fruits and Vegetables,226.7694,OUT027,1985,Medium,Tier 3,Supermarket Type3,6165.9738
DRF25,9,Low Fat,0.038925251,Soft Drinks,34.919,OUT046,1997,Small,Tier 1,Supermarket Type1,476.047
FDK20,12.6,Regular,0.041557653,Fruits and Vegetables,124.5072,OUT046,1997,Small,Tier 1,Supermarket Type1,2450.144
DRI11,,Low Fat,0.060237465,Hard Drinks,115.9834,OUT019,1985,Small,Tier 1,Grocery Store,345.5502
FDH05,14.35,Regular,0.091098018,Frozen Foods,233.5984,OUT045,2002,,Tier 2,Supermarket Type1,1853.5872
FDA46,13.6,Low Fat,0.117874024,Snack Foods,193.6136,OUT045,2002,,Tier 2,Supermarket Type1,4471.5128
DRD24,13.85,Low Fat,0.030795085,Soft Drinks,143.3154,OUT046,1997,Small,Tier 1,Supermarket Type1,1985.4156
FDL39,16.1,Regular,0.063689583,Dairy,181.9318,OUT017,2007,,Tier 2,Supermarket Type1,5954.2494
FDD52,18.25,Regular,0.184041545,Dairy,110.157,OUT018,2009,Medium,Tier 3,Supermarket Type2,1867.569
FDR55,12.15,reg,0.13283066,Fruits and Vegetables,190.6872,OUT017,2007,,Tier 2,Supermarket Type1,2269.0464
DRI13,15.35,Low Fat,0.020441939,Soft Drinks,216.4508,OUT017,2007,,Tier 2,Supermarket Type1,5426.27
FDG31,,Low Fat,0.037712875,Meat,64.4826,OUT027,1985,Medium,Tier 3,Supermarket Type3,2518.7214
FDP04,15.35,Low Fat,0.013840784,Frozen Foods,65.2168,OUT045,2002,,Tier 2,Supermarket Type1,958.752
FDH35,18.25,Low Fat,0.060198496,Starchy Foods,162.9526,OUT013,1987,High,Tier 3,Supermarket Type1,1151.1682
NCB42,11.8,Low Fat,0.008559557,Health and Hygiene,117.2492,OUT035,2004,Small,Tier 2,Supermarket Type1,2432.8332
FDQ14,9.27,Low Fat,0.061883353,Dairy,147.905,OUT049,1999,Medium,Tier 1,Supermarket Type1,1647.855
FDI19,,Low Fat,0.052085615,Meat,242.8512,OUT027,1985,Medium,Tier 3,Supermarket Type3,5816.4288
FDJ55,12.8,Regular,0.039385992,Meat,224.8404,OUT010,1998,,Tier 3,Grocery Store,1575.2828
DRN59,15,Low Fat,0.064241345,Hard Drinks,45.206,OUT049,1999,Medium,Tier 1,Supermarket Type1,792.302
NCR06,12.5,Low Fat,0.006759519,Household,42.8112,OUT013,1987,High,Tier 3,Supermarket Type1,639.168
NCF42,17.35,Low Fat,0.167243769,Household,176.2712,OUT013,1987,High,Tier 3,Supermarket Type1,2988.1104
FDG24,7.975,Low Fat,0.01469075,Baking Goods,84.725,OUT018,2009,Medium,Tier 3,Supermarket Type2,1747.725
FDB58,10.5,Regular,0.013551445,Snack Foods,142.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,2410.8618
FDQ56,,Low Fat,0.105085956,Fruits and Vegetables,82.3908,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952
NCV41,14.35,Low Fat,0.017038777,Health and Hygiene,112.5228,OUT046,1997,Small,Tier 1,Supermarket Type1,1989.4104
FDW19,12.35,Regular,0.038718195,Fruits and Vegetables,110.657,OUT017,2007,,Tier 2,Supermarket Type1,2087.283
FDO56,10.195,Regular,0.075291577,Fruits and Vegetables,119.1808,OUT010,1998,,Tier 3,Grocery Store,351.5424
FDI41,18.5,Regular,0,Frozen Foods,148.7418,OUT045,2002,,Tier 2,Supermarket Type1,2501.4106
FDN10,11.5,Low Fat,0,Snack Foods,119.5124,OUT018,2009,Medium,Tier 3,Supermarket Type2,829.5868
FDY20,12.5,Regular,0.082085787,Fruits and Vegetables,92.2488,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.232
DRM37,,LF,0.095931002,Soft Drinks,198.5768,OUT027,1985,Medium,Tier 3,Supermarket Type3,6897.688
FDV34,10.695,Regular,0.011448629,Snack Foods,72.9038,OUT045,2002,,Tier 2,Supermarket Type1,1034.6532
NCX18,14.15,Low Fat,0.00879232,Household,195.011,OUT035,2004,Small,Tier 2,Supermarket Type1,1964.11
FDY10,17.6,Low Fat,0.049167388,Snack Foods,114.9176,OUT045,2002,,Tier 2,Supermarket Type1,1946.7992
NCZ17,,Low Fat,0.079046992,Health and Hygiene,39.8506,OUT027,1985,Medium,Tier 3,Supermarket Type3,1480.0734
FDT12,6.215,Regular,0.049580407,Baking Goods,227.4062,OUT013,1987,High,Tier 3,Supermarket Type1,5191.2426
FDD57,18.1,Low Fat,0.022399592,Fruits and Vegetables,96.0094,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.9786
FDK45,11.65,Low Fat,0.033926852,Seafood,111.586,OUT045,2002,,Tier 2,Supermarket Type1,3395.58
FDJ57,7.42,Regular,0.021617397,Seafood,185.0582,OUT045,2002,,Tier 2,Supermarket Type1,5201.2296
NCI31,20,Low Fat,0.0814536,Others,36.819,OUT049,1999,Medium,Tier 1,Supermarket Type1,768.999
FDZ48,17.75,LF,0.07607772,Baking Goods,112.4544,OUT049,1999,Medium,Tier 1,Supermarket Type1,2348.9424
FDI16,14,Regular,0.135775701,Frozen Foods,54.564,OUT046,1997,Small,Tier 1,Supermarket Type1,1597.92
FDZ31,15.35,Regular,0,Fruits and Vegetables,193.0504,OUT049,1999,Medium,Tier 1,Supermarket Type1,2492.7552
DRG15,6.13,Low Fat,0.076891526,Dairy,61.5536,OUT045,2002,,Tier 2,Supermarket Type1,796.2968
FDX36,9.695,Regular,0.128543405,Baking Goods,226.5404,OUT045,2002,,Tier 2,Supermarket Type1,4500.808
FDD40,20.25,Regular,0.014793357,Dairy,191.5162,OUT046,1997,Small,Tier 1,Supermarket Type1,3078.6592
FDA04,,Regular,0.066406853,Frozen Foods,259.7962,OUT027,1985,Medium,Tier 3,Supermarket Type3,5697.9164
FDL21,15.85,Regular,0.007140468,Snack Foods,40.848,OUT013,1987,High,Tier 3,Supermarket Type1,679.116
FDS21,19.85,Regular,0.020858779,Snack Foods,62.8194,OUT013,1987,High,Tier 3,Supermarket Type1,928.791
DRF23,4.61,Low Fat,0.123346085,Hard Drinks,172.5396,OUT017,2007,,Tier 2,Supermarket Type1,3663.2316
FDM46,7.365,Low Fat,0.159937597,Snack Foods,93.912,OUT035,2004,Small,Tier 2,Supermarket Type1,1304.968
DRG49,,Low Fat,0.067128641,Soft Drinks,242.8486,OUT027,1985,Medium,Tier 3,Supermarket Type3,3420.8804
FDG26,18.85,low fat,0.042736348,Canned,255.933,OUT045,2002,,Tier 2,Supermarket Type1,3844.995
FDR51,,Regular,0.172629683,Meat,148.4708,OUT027,1985,Medium,Tier 3,Supermarket Type3,3761.77
FDV39,11.3,Low Fat,0.007278512,Meat,196.7426,OUT035,2004,Small,Tier 2,Supermarket Type1,2768.3964
FDC39,7.405,Low Fat,0,Dairy,205.7296,OUT017,2007,,Tier 2,Supermarket Type1,4570.0512
FDP45,15.7,Regular,0.03079807,Snack Foods,252.9724,OUT017,2007,,Tier 2,Supermarket Type1,3020.0688
FDC56,7.72,Low Fat,0.12152072,Fruits and Vegetables,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,958.752
FDK38,6.65,Low Fat,0.053591345,Canned,149.7734,OUT017,2007,,Tier 2,Supermarket Type1,2375.5744
NCJ29,10.6,low fat,0.035163639,Health and Hygiene,84.4224,OUT013,1987,High,Tier 3,Supermarket Type1,852.224
NCF19,,Low Fat,0.061470858,Household,48.6034,OUT019,1985,Small,Tier 1,Grocery Store,145.8102
FDG59,15.85,Low Fat,0.043226398,Starchy Foods,37.5164,OUT035,2004,Small,Tier 2,Supermarket Type1,270.3148
FDE59,12.15,Low Fat,0.062640143,Starchy Foods,36.6532,OUT017,2007,,Tier 2,Supermarket Type1,251.6724
FDB04,11.35,Regular,0.06358394,Dairy,89.4856,OUT017,2007,,Tier 2,Supermarket Type1,1142.5128
NCK05,20.1,Low Fat,0.077389797,Health and Hygiene,60.8536,OUT013,1987,High,Tier 3,Supermarket Type1,1347.5792
FDR03,15.7,Regular,0.00878535,Meat,204.998,OUT017,2007,,Tier 2,Supermarket Type1,5366.348
FDQ03,,Regular,0.136592891,Meat,238.0248,OUT019,1985,Small,Tier 1,Grocery Store,711.0744
FDC59,16.7,Regular,0.054937907,Starchy Foods,64.2168,OUT017,2007,,Tier 2,Supermarket Type1,1661.8368
DRB13,6.115,Regular,0.007084185,Soft Drinks,191.153,OUT017,2007,,Tier 2,Supermarket Type1,3415.554
NCE54,20.7,Low Fat,0.027052013,Household,73.9354,OUT017,2007,,Tier 2,Supermarket Type1,1655.1788
FDC10,9.8,reg,0.072863893,Snack Foods,118.6098,OUT035,2004,Small,Tier 2,Supermarket Type1,843.5686
FDR46,,Low Fat,0.244102315,Snack Foods,148.076,OUT019,1985,Small,Tier 1,Grocery Store,146.476
FDA10,20.35,Low Fat,0.141789197,Snack Foods,121.9072,OUT035,2004,Small,Tier 2,Supermarket Type1,1347.5792
FDP23,,Low Fat,0.035414528,Breads,218.2166,OUT027,1985,Medium,Tier 3,Supermarket Type3,3701.1822
FDJ41,6.85,Low Fat,0.022864238,Frozen Foods,260.0594,OUT013,1987,High,Tier 3,Supermarket Type1,6018.1662
FDL46,20.35,Low Fat,0.054011943,Snack Foods,116.5466,OUT013,1987,High,Tier 3,Supermarket Type1,1885.5456
FDX33,9.195,Regular,0.117462619,Snack Foods,158.9578,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.4092
NCL29,9.695,Low Fat,0.11411658,Health and Hygiene,158.8604,OUT049,1999,Medium,Tier 1,Supermarket Type1,4436.8912
FDE16,,Low Fat,0.046124444,Frozen Foods,206.7954,OUT019,1985,Small,Tier 1,Grocery Store,833.5816
FDM57,11.65,Regular,0.075849167,Snack Foods,85.1908,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.1608
FDZ36,6.035,Regular,0.065729039,Baking Goods,188.324,OUT013,1987,High,Tier 3,Supermarket Type1,1491.392
NCW42,18.2,Low Fat,0.097865088,Household,221.8456,OUT010,1998,,Tier 3,Grocery Store,884.1824
NCI54,,LF,0.058827583,Household,110.4912,OUT019,1985,Small,Tier 1,Grocery Store,436.7648
DRK01,7.63,Low Fat,0.061313057,Soft Drinks,93.3436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1323.6104
FDX10,6.385,Regular,0.123961415,Snack Foods,33.2874,OUT045,2002,,Tier 2,Supermarket Type1,141.1496
FDO46,9.6,Regular,0.014270394,Snack Foods,187.3872,OUT018,2009,Medium,Tier 3,Supermarket Type2,2647.2208
FDD16,20.5,Low Fat,0.060847634,Frozen Foods,75.0696,OUT010,1998,,Tier 3,Grocery Store,149.1392
FDZ20,,Low Fat,0,Fruits and Vegetables,253.0356,OUT027,1985,Medium,Tier 3,Supermarket Type3,11445.102
NCI18,18.35,Low Fat,0.014103354,Household,225.4746,OUT017,2007,,Tier 2,Supermarket Type1,1346.2476
DRI25,19.6,Low Fat,0.033901442,Soft Drinks,56.2614,OUT046,1997,Small,Tier 1,Supermarket Type1,773.6596
FDY44,14.15,Regular,0.024454052,Fruits and Vegetables,197.211,OUT045,2002,,Tier 2,Supermarket Type1,3731.809
FDW38,,Regular,0,Dairy,55.9298,OUT019,1985,Small,Tier 1,Grocery Store,107.8596
FDY33,,Regular,0.096730427,Snack Foods,159.0262,OUT027,1985,Medium,Tier 3,Supermarket Type3,5887.6694
DRH51,17.6,Low Fat,0.097198194,Dairy,89.8856,OUT035,2004,Small,Tier 2,Supermarket Type1,351.5424
FDT32,19,Regular,0.066005186,Fruits and Vegetables,188.4214,OUT017,2007,,Tier 2,Supermarket Type1,2826.321
FDI50,8.42,Regular,0.030890618,Canned,228.7352,OUT049,1999,Medium,Tier 1,Supermarket Type1,5954.9152
FDB60,9.3,Low Fat,0.028498354,Baking Goods,195.8136,OUT013,1987,High,Tier 3,Supermarket Type1,2332.9632
FDP09,19.75,LF,0.033883448,Snack Foods,213.2902,OUT035,2004,Small,Tier 2,Supermarket Type1,4247.804
FDA20,6.78,Low Fat,0.066565644,Fruits and Vegetables,185.324,OUT013,1987,High,Tier 3,Supermarket Type1,3914.904
NCX05,,Low Fat,0.169943195,Health and Hygiene,116.2492,OUT019,1985,Small,Tier 1,Grocery Store,115.8492
DRF37,17.25,Low Fat,0,Soft Drinks,263.591,OUT045,2002,,Tier 2,Supermarket Type1,788.973
FDJ26,15.3,Regular,0.084765192,Canned,215.0218,OUT046,1997,Small,Tier 1,Supermarket Type1,1923.4962
FDZ25,15.7,Regular,0.027617046,Canned,168.279,OUT046,1997,Small,Tier 1,Supermarket Type1,4074.696
FDZ58,17.85,Low Fat,0.052166995,Snack Foods,121.7072,OUT035,2004,Small,Tier 2,Supermarket Type1,2817.6656
FDZ50,,Regular,0,Dairy,184.2608,OUT027,1985,Medium,Tier 3,Supermarket Type3,6064.1064
NCG18,15.3,Low Fat,0.038460297,Household,104.0332,OUT010,1998,,Tier 3,Grocery Store,205.0664
FDZ56,16.25,Low Fat,0.025789175,Fruits and Vegetables,166.9474,OUT045,2002,,Tier 2,Supermarket Type1,2863.6058
FDH50,15,Regular,0.161301097,Canned,185.1266,OUT013,1987,High,Tier 3,Supermarket Type1,2213.1192
DRO35,13.85,Low Fat,0.034640466,Hard Drinks,116.1492,OUT045,2002,,Tier 2,Supermarket Type1,1274.3412
DRH51,,Low Fat,0,Dairy,89.1856,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.2544
FDS19,13.8,Regular,0.064307102,Fruits and Vegetables,77.3012,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.9252
NCM06,7.475,Low Fat,0.076036381,Household,153.9656,OUT018,2009,Medium,Tier 3,Supermarket Type2,2625.9152
FDP52,18.7,Regular,0.071091591,Frozen Foods,228.601,OUT017,2007,,Tier 2,Supermarket Type1,4823.721
FDK02,12.5,Low Fat,0.187841082,Canned,119.244,OUT010,1998,,Tier 3,Grocery Store,119.844
FDG59,15.85,Low Fat,0.043234574,Starchy Foods,38.3164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296
FDN20,,Low Fat,0.026055106,Fruits and Vegetables,169.5474,OUT027,1985,Medium,Tier 3,Supermarket Type3,4211.185
FDO57,20.75,Low Fat,0.109153001,Snack Foods,161.3578,OUT018,2009,Medium,Tier 3,Supermarket Type2,4492.8184
NCJ30,5.82,Low Fat,0.08062523,Household,168.379,OUT035,2004,Small,Tier 2,Supermarket Type1,1188.453
FDQ31,5.785,Regular,0.0901292,Fruits and Vegetables,89.8856,OUT010,1998,,Tier 3,Grocery Store,175.7712
FDC05,13.1,Regular,0.098938169,Frozen Foods,195.7768,OUT049,1999,Medium,Tier 1,Supermarket Type1,4138.6128
